Method;URL;Header
GET;/crl/js/s_cronometroCRL.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/equipos.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/rondas.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/crl/cronometro.html;{"host":"192.168.1.24","connection":"keep-alive","cache-control":"max-age=0","dnt":"1","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9"}
GET;/crl/js/RondaEquipo.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36","dnt":"1","accept":"*/*","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9"}
GET;/crl/js/s_cronometroCRL.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36","dnt":"1","accept":"*/*","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9"}
GET;/data/equipos.json;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36","dnt":"1","accept":"*/*","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9"}
GET;/data/rondas.json;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36","dnt":"1","accept":"*/*","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9"}
GET;/favicon.ico;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36","dnt":"1","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9"}
GET;/crl/cronometro.html;{"host":"192.168.1.24","accept-encoding":"gzip, deflate","connection":"keep-alive","upgrade-insecure-requests":"1","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","referer":"http://192.168.1.24/crl/cronometro.html","cache-control":"max-age=0","accept-language":"es-ES,es;q=0.9"}
GET;/crl/js/RondaEquipo.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/crl/js/s_cronometroCRL.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/equipos.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/rondas.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/ronda7/SAET2.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
POST;/vuelo;{"host":"192.168.1.24","content-type":"text/plain;charset=UTF-8","origin":"http://192.168.1.24","accept-encoding":"gzip, deflate","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","referer":"http://192.168.1.24/crl/cronometro.html","content-length":"40","accept-language":"es-ES,es;q=0.9"}
GET;/crl/cronometro.html;{"host":"192.168.1.24","accept-encoding":"gzip, deflate","connection":"keep-alive","upgrade-insecure-requests":"1","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","referer":"http://192.168.1.24/crl/cronometro.html","cache-control":"max-age=0","accept-language":"es-ES,es;q=0.9"}
GET;/crl/js/RondaEquipo.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/crl/js/s_cronometroCRL.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/equipos.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/rondas.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/ronda7/LUFTS.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/ronda7/SAET1.json;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36","accept":"*/*","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9"}
GET;/;{"user-agent":"HomeNet/1.0","host":"[52fd:9e1f:87c8:0000:1c2e:8e6c:eb46:77b7]","content-length":"0","accept-encoding":"gzip, deflate","cache-control":"no-cache","connection":"keep-alive"}
GET;/;{"user-agent":"HomeNet/1.0","host":"[52fd:9e1f:87c8:1000:02ed:5b0c:4a45:951f]","content-length":"0","accept-encoding":"gzip, deflate","cache-control":"no-cache","connection":"keep-alive"}
GET;/;{"user-agent":"HomeNet/1.0","host":"[0d2a:4433:1620:1030:dcac:5afc:2090:8eb6]","content-length":"0","accept-encoding":"gzip, deflate","cache-control":"no-cache","connection":"keep-alive"}
GET;/;{"user-agent":"HomeNet/1.0","host":"[52fd:9e1f:87c8:1000:dcac:5afc:2090:8eb6]","content-length":"0","accept-encoding":"gzip, deflate","cache-control":"no-cache","connection":"keep-alive"}
GET;/;{"user-agent":"HomeNet/1.0","host":"[80fe:0000:0000:0000:412f:6871:e518:6342]","content-length":"0","accept-encoding":"gzip, deflate","cache-control":"no-cache","connection":"keep-alive"}
GET;/crl/cronometro.html;{"host":"192.168.1.24","upgrade-insecure-requests":"1","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","accept-encoding":"gzip, deflate","connection":"keep-alive"}
GET;/crl/js/RondaEquipo.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/crl/js/s_cronometroCRL.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/equipos.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/rondas.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/ronda7/G3.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/crl/cronometro.html;{"host":"192.168.1.24","upgrade-insecure-requests":"1","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","accept-encoding":"gzip, deflate","connection":"keep-alive"}
GET;/crl/js/s_cronometroCRL.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/crl/js/RondaEquipo.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/equipos.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/rondas.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/ronda7/SAET1.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
POST;/vuelo;{"host":"192.168.1.24","content-type":"text/plain;charset=UTF-8","origin":"http://192.168.1.24","accept-encoding":"gzip, deflate","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","referer":"http://192.168.1.24/crl/cronometro.html","content-length":"40","accept-language":"es-ES,es;q=0.9"}
GET;/crl/cronometro.html;{"host":"192.168.1.24","accept-encoding":"gzip, deflate","connection":"keep-alive","upgrade-insecure-requests":"1","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","referer":"http://192.168.1.24/crl/cronometro.html","cache-control":"max-age=0","accept-language":"es-ES,es;q=0.9"}
GET;/crl/js/RondaEquipo.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/crl/js/s_cronometroCRL.js;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/equipos.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/data/rondas.json;{"host":"192.168.1.24","connection":"keep-alive","accept":"*/*","user-agent":"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","accept-language":"es-ES,es;q=0.9","referer":"http://192.168.1.24/crl/cronometro.html","accept-encoding":"gzip, deflate"}
GET;/hud/puntos.html;{"host":"192.168.1.24","connection":"keep-alive","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","accept-encoding":"gzip, deflate"}
GET;/hud/ranking.html;{"host":"192.168.1.24","connection":"keep-alive","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","accept-encoding":"gzip, deflate"}
GET;/hud/anuncios.html;{"host":"192.168.1.24","connection":"keep-alive","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","accept-encoding":"gzip, deflate"}
GET;/img/Largo_Blanco.png;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/puntos.html","accept-encoding":"gzip, deflate"}
GET;/hud/css/base.css;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"text/css,*/*;q=0.1","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/puntos.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/filas_base.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/puntos.html","accept-encoding":"gzip, deflate"}
GET;/hud/css/base.css;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"text/css,*/*;q=0.1","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/anuncios.html","accept-encoding":"gzip, deflate"}
GET;/hud/cronometro.html;{"host":"192.168.1.24","connection":"keep-alive","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","accept-encoding":"gzip, deflate"}
GET;/hud/css/base.css;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"text/css,*/*;q=0.1","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/ranking.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/filas_puntos.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/puntos.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/dinamicas.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/puntos.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/pilotos_base.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/puntos.html","accept-encoding":"gzip, deflate"}
GET;/img/Largo_Blanco.png;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/ranking.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/filas_base.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/ranking.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/pilotos_puntos.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/puntos.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/filas_ranking.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/ranking.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/pilotos_base.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/ranking.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/dinamicas.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/ranking.html","accept-encoding":"gzip, deflate"}
GET;/hud/js/socket_puntos.js;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"*/*","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/puntos.html","accept-encoding":"gzip, deflate"}
GET;/favicon.ico;{"host":"192.168.1.24","connection":"keep-alive","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 OBS/30.1.2 Safari/537.36","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","accept-language":"es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7","referer":"http://192.168.1.24/hud/puntos.html","accept-encoding":"gzip, deflate"}
